country,policyId,isNumeric,value,numericValue
Ghana,P29,False,Delivered separately,
Ghana,P30,False,Integrated in some health facilities,
Ghana,P31,False,Delivered separately,
Ghana,P32,False,Fully integrated in all health facilities,
Ghana,P33,False,Integrated in some health facilities,
Ghana,P34,False,Integrated in some health facilities,
Ghana,P35,False,Integrated in some health facilities,
Ghana,P36,False,Delivered separately,
Ghana,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Ghana,P38,False,Yes,
Ghana,P39,False,Yes,
Ghana,P40,False,No,
Ghana,P41,False,Yes,
Ghana,P42,False,No,
Ghana,P43,False,No,
Ghana,P44,False,"Yes, completed",
Ghana,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Ghana,P46,False,Yes,
Ghana,P47,False,"Yes, fully adopted",
Ghana,P48,False,Implemented countrywide,
Ghana,P49,False,Yes,
Ghana,P50,False,"Yes, for adolescents younger than 18 years",
Ghana,P51,False,Yes,
Ghana,P52,False,Yes,
Ghana,P53,False,Yes,
Greece,P2,False,No,
Grenada,P1,False,"Yes, partially",
Grenada,P2,False,No,
Grenada,P7,False,Yes,
Guatemala,P1,False,"Yes, partially",
Guatemala,P2,False,No,
Guatemala,P3,False,Yes,
Guatemala,P4,False,Yes,
Guatemala,P5,False,No,
Guatemala,P6,False,No,
Guatemala,P7,False,Yes,
Guatemala,P8,False,No,
Guatemala,P9,False,"Yes, policies exists and are consistently implemented",
Guatemala,P10,False,"Yes, policies exist but are not consistently implemented",
Guatemala,P11,False,"Yes, on a small scale",
Guatemala,P12,False,Yes,
Guatemala,P13,False,No,
Guatemala,P14,False,"Yes, for adolescents younger than 18 years",
Guatemala,P15,False,"Yes, for adolescents younger than 18 years",
Guatemala,P16,False,"Yes, for adolescents younger than 18 years",
Guatemala,P17,False,No,
Guatemala,P18,False,No,
Guatemala,P19,False,Integrated in some health facilities,
Guatemala,P20,False,Integrated in some health facilities,
Guatemala,P21,False,Integrated in some health facilities,
Guatemala,P22,False,Integrated in some health facilities,
Guatemala,P23,False,Integrated in some health facilities,
Guatemala,P24,False,Integrated in some health facilities,
Guatemala,P25,False,Delivered separately,
Guatemala,P26,False,Delivered separately,
Guatemala,P27,False,Integrated in some health facilities,
Guatemala,P28,False,Delivered separately,
Guatemala,P29,False,Delivered separately,
Guatemala,P30,False,Delivered separately,
Guatemala,P31,False,Integrated in some health facilities,
Guatemala,P32,False,Delivered separately,
Guatemala,P33,False,Delivered separately,
Guatemala,P34,False,Delivered separately,
Guatemala,P35,False,Delivered separately,
Guatemala,P36,False,Delivered separately,
Guatemala,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Guatemala,P38,False,Yes,
Guatemala,P39,False,No,
Guatemala,P40,False,No,
Guatemala,P41,False,Yes,
Guatemala,P42,False,No,
Guatemala,P43,False,No,
Guatemala,P44,False,"Yes, completed",
Guatemala,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Guatemala,P46,False,Yes,
Guatemala,P47,False,"Yes, fully adopted",
Guatemala,P48,False,Implemented in few  treatment sites,
Guatemala,P49,False,Yes,
Guatemala,P50,False,No,
Guatemala,P52,False,No,
Guatemala,P53,False,No,
Guatemala,P54,False,In many  sites,
Guinea,P1,False,"Yes, fully",
Guinea,P2,False,Yes,
Guinea,P3,False,Yes,
Guinea,P4,False,No,
Guinea,P5,False,No,
Guinea,P6,False,No,
Guinea,P7,False,No,
Guinea,P8,False,No,
Guinea,P9,False,"Yes, policies exist but are not consistently implemented",
Guinea,P10,False,"Yes, policies exist but are not consistently implemented",
Guinea,P11,False,"Yes, at scale",
Guinea,P12,False,Yes,
Guinea,P13,False,No,
Guinea,P14,False,No,
Guinea,P15,False,"Yes, for adolescents younger than 16 years",
Guinea,P16,False,No,
Guinea,P17,False,No,
Guinea,P18,False,No,
Guinea,P19,False,Fully integrated in all health facilities,
Guinea,P20,False,Fully integrated in all health facilities,
Guinea,P21,False,Integrated in some health facilities,
Guinea,P22,False,Fully integrated in all health facilities,
Guinea,P23,False,Integrated in some health facilities,
Guinea,P24,False,Integrated in some health facilities,
Guinea,P25,False,Integrated in some health facilities,
Guinea,P26,False,Integrated in some health facilities,
Guinea,P27,False,Integrated in some health facilities,
Guinea,P28,False,Integrated in some health facilities,
Guinea,P29,False,Integrated in some health facilities,
Guinea,P30,False,Delivered separately,
Guinea,P31,False,Delivered separately,
Guinea,P32,False,Fully integrated in all health facilities,
Guinea,P33,False,Integrated in some health facilities,
Guinea,P34,False,Integrated in some health facilities,
Guinea,P35,False,Integrated in some health facilities,
Guinea,P36,False,Integrated in some health facilities,
Guinea,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Guinea,P38,False,Yes,
Guinea,P39,False,Yes,
Guinea,P40,False,Yes,
Guinea,P41,False,No,
Guinea,P44,False,"Yes, completed",
Guinea,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Guinea,P46,False,Yes,
Guinea,P47,False,"Yes, fully adopted",
Guinea,P48,False,Implemented countrywide,
Guinea,P49,False,Yes,
Guinea,P50,False,No,
Guinea,P52,False,Yes,
Guinea,P54,False,In few  sites,
Guinea-Bissau,P1,False,No,
Guinea-Bissau,P2,False,Yes,
Guinea-Bissau,P4,False,No,
Guinea-Bissau,P5,False,No,
Guinea-Bissau,P6,False,No,
Guinea-Bissau,P7,False,No,
Guinea-Bissau,P8,False,No,
Guinea-Bissau,P10,False,"Yes, policies exist but are not consistently implemented",
Guinea-Bissau,P12,False,Yes,
Guinea-Bissau,P19,False,Fully integrated in all health facilities,
Guinea-Bissau,P20,False,Fully integrated in all health facilities,
Guinea-Bissau,P21,False,Fully integrated in all health facilities,
Guinea-Bissau,P22,False,Fully integrated in all health facilities,
Guinea-Bissau,P23,False,Fully integrated in all health facilities,
Guinea-Bissau,P24,False,Delivered separately,
Guinea-Bissau,P25,False,Delivered separately,
Guinea-Bissau,P26,False,Delivered separately,
Guinea-Bissau,P27,False,Delivered separately,
Guinea-Bissau,P28,False,Delivered separately,
Guinea-Bissau,P29,False,Delivered separately,
Guinea-Bissau,P30,False,Delivered separately,
Guinea-Bissau,P31,False,Delivered separately,
Guinea-Bissau,P32,False,Fully integrated in all health facilities,
Guinea-Bissau,P33,False,Delivered separately,
Guinea-Bissau,P34,False,Delivered separately,
Guinea-Bissau,P35,False,Delivered separately,
Guinea-Bissau,P36,False,Delivered separately,
Guinea-Bissau,P37,False,No,
Guinea-Bissau,P41,False,No,
Guinea-Bissau,P44,False,On-going,
Guinea-Bissau,P45,False,No,
Guinea-Bissau,P46,False,Yes,
Guinea-Bissau,P47,False,"Yes, partially adopted",
Guinea-Bissau,P48,False,Implemented in few  treatment sites,
Guinea-Bissau,P49,False,No,
Guyana,P1,False,"Yes, partially",
Guyana,P2,False,No,
Guyana,P3,False,Yes,
Guyana,P4,False,No,
Guyana,P5,False,No,
Guyana,P6,False,No,
Guyana,P7,False,Yes,
Guyana,P8,False,No,
Guyana,P9,False,"Yes, policies exist but are not consistently implemented",
Guyana,P10,False,"Yes, policies exists and are consistently implemented",
Guyana,P11,False,"Yes, on a small scale",
Guyana,P12,False,No,
Guyana,P15,False,No,
Guyana,P16,False,"Yes, for adolescents younger than 18 years",
Guyana,P17,False,No,
Guyana,P18,False,No,
Guyana,P19,False,Integrated in some health facilities,
Guyana,P20,False,Integrated in some health facilities,
Guyana,P21,False,Fully integrated in all health facilities,
Guyana,P22,False,Fully integrated in all health facilities,
Guyana,P23,False,Fully integrated in all health facilities,
Guyana,P25,False,Delivered separately,
Guyana,P26,False,Integrated in some health facilities,
Guyana,P27,False,Fully integrated in all health facilities,
Guyana,P30,False,Fully integrated in all health facilities,
Guyana,P31,False,Fully integrated in all health facilities,
Guyana,P32,False,Integrated in some health facilities,
Guyana,P33,False,Integrated in some health facilities,
Guyana,P35,False,Integrated in some health facilities,
Guyana,P36,False,Delivered separately,
Guyana,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Guyana,P38,False,No,
Guyana,P39,False,No,
Guyana,P41,False,Yes,
Guyana,P42,False,Yes,
Guyana,P43,False,Yes,
Guyana,P44,False,"Yes, completed",
Guyana,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Guyana,P46,False,Yes,
Guyana,P47,False,"Yes, partially adopted",
Guyana,P48,False,Implemented in many  treatment sites,
Guyana,P49,False,Yes,
Guyana,P50,False,"Yes, for adolescents younger than 18 years",
Guyana,P51,False,Yes,
Guyana,P53,False,No,
Guyana,P54,False,In many  sites,
Haiti,P1,False,"Yes, fully",
Haiti,P2,False,Yes,
Haiti,P3,False,Yes,
Haiti,P4,False,No,
Haiti,P5,False,No,
Haiti,P6,False,No,
Haiti,P7,False,Yes,
Haiti,P8,False,No,
Haiti,P9,False,"Yes, policies exist but are not consistently implemented",
Haiti,P10,False,"Yes, policies exist but are not consistently implemented",
Haiti,P11,False,"Yes, on a small scale",
Haiti,P12,False,No,
Haiti,P13,False,No,
Haiti,P14,False,"Yes, for adolescents younger than 18 years",
Haiti,P15,False,"Yes, for adolescents younger than 16 years",
Haiti,P16,False,"Yes, for adolescents younger than 18 years",
Haiti,P17,False,No,
Haiti,P18,False,No,
Haiti,P19,False,Integrated in some health facilities,
Haiti,P20,False,Fully integrated in all health facilities,
Haiti,P21,False,Integrated in some health facilities,
Haiti,P22,False,Fully integrated in all health facilities,
Haiti,P23,False,Fully integrated in all health facilities,
Haiti,P24,False,Delivered separately,
Haiti,P25,False,Delivered separately,
Haiti,P26,False,Delivered separately,
Haiti,P27,False,Integrated in some health facilities,
Haiti,P28,False,Integrated in some health facilities,
Haiti,P29,False,Integrated in some health facilities,
Haiti,P30,False,Integrated in some health facilities,
Haiti,P31,False,Integrated in some health facilities,
Haiti,P32,False,Fully integrated in all health facilities,
Haiti,P33,False,Integrated in some health facilities,
Haiti,P34,False,Integrated in some health facilities,
Haiti,P35,False,Integrated in some health facilities,
Haiti,P36,False,Integrated in some health facilities,
Haiti,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Haiti,P38,False,Yes,
Haiti,P39,False,Yes,
Haiti,P40,False,No,
Haiti,P41,False,Yes,
Haiti,P42,False,No,
Haiti,P43,False,No,
Haiti,P44,False,"Yes, completed",
Haiti,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Haiti,P46,False,Yes,
Haiti,P47,False,"Yes, fully adopted",
Haiti,P49,False,Yes,
Haiti,P50,False,No,
Haiti,P52,False,No,
Haiti,P53,False,No,
Honduras,P1,False,"Yes, partially",
Honduras,P2,False,No,
Honduras,P3,False,Yes,
Honduras,P4,False,Yes,
Honduras,P5,False,No,
Honduras,P6,False,No,
Honduras,P7,False,No,
Honduras,P8,False,No,
Honduras,P9,False,"Yes, policies exist but are not consistently implemented",
Honduras,P10,False,"Yes, policies exist but are not consistently implemented",
Honduras,P11,False,"Yes, on a small scale",
Honduras,P12,False,Yes,
Honduras,P13,False,No,
Honduras,P14,False,"Yes, for adolescents younger than 18 years",
Honduras,P15,False,"Yes, for adolescents younger than 18 years",
Honduras,P16,False,"Yes, for adolescents younger than 18 years",
Honduras,P17,False,No,
Honduras,P18,False,No,
Honduras,P19,False,Fully integrated in all health facilities,
Honduras,P20,False,Delivered separately,
Honduras,P21,False,Integrated in some health facilities,
Honduras,P22,False,Integrated in some health facilities,
Honduras,P23,False,Delivered separately,
Honduras,P24,False,Delivered separately,
Honduras,P25,False,Delivered separately,
Honduras,P26,False,Integrated in some health facilities,
Honduras,P27,False,Fully integrated in all health facilities,
Honduras,P28,False,Delivered separately,
Honduras,P29,False,Delivered separately,
Honduras,P30,False,Delivered separately,
Honduras,P31,False,Delivered separately,
Honduras,P32,False,Integrated in some health facilities,
Honduras,P33,False,Delivered separately,
Honduras,P34,False,Delivered separately,
Honduras,P35,False,Delivered separately,
Honduras,P36,False,Delivered separately,
Honduras,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Honduras,P38,False,Yes,
Honduras,P39,False,Yes,
Honduras,P40,False,Yes,
Honduras,P41,False,Yes,
Honduras,P42,False,Yes,
Honduras,P43,False,Yes,
Honduras,P44,False,On-going,
Honduras,P45,False,No,
Honduras,P46,False,No,
Honduras,P47,False,"Yes, partially adopted",
Honduras,P49,False,Yes,
Honduras,P50,False,No,
Honduras,P52,False,No,
Hungary,P2,False,No,
Iceland,P1,False,Don't know,
Iceland,P2,False,No,
Iceland,P3,False,No,
Iceland,P4,False,No,
Iceland,P5,False,No,
Iceland,P6,False,Yes,
Iceland,P7,False,No,
Iceland,P8,False,No,
Iceland,P9,False,"Yes, policies exists and are consistently implemented",
Iceland,P10,False,"Yes, policies exists and are consistently implemented",
Iceland,P11,False,No,
Iceland,P12,False,"No, but prosecutions exist based on general criminal laws",
Iceland,P13,False,No,
Iceland,P14,False,No,
Iceland,P15,False,No,
Iceland,P16,False,No,
Iceland,P17,False,No,
Iceland,P18,False,No,
Iceland,P19,False,Integrated in some health facilities,
Iceland,P20,False,Integrated in some health facilities,
Iceland,P21,False,Integrated in some health facilities,
Iceland,P22,False,Integrated in some health facilities,
Iceland,P23,False,Integrated in some health facilities,
Iceland,P24,False,Integrated in some health facilities,
Iceland,P25,False,Integrated in some health facilities,
Iceland,P26,False,Integrated in some health facilities,
Iceland,P27,False,Integrated in some health facilities,
Iceland,P28,False,Integrated in some health facilities,
Iceland,P29,False,Integrated in some health facilities,
Iceland,P30,False,Integrated in some health facilities,
Iceland,P31,False,Integrated in some health facilities,
Iceland,P32,False,Integrated in some health facilities,
Iceland,P33,False,Integrated in some health facilities,
Iceland,P34,False,Integrated in some health facilities,
Iceland,P35,False,Integrated in some health facilities,
Iceland,P36,False,Integrated in some health facilities,
Iceland,P37,False,"Yes, a health strategy or policy that integrates the AIDS response",
Iceland,P38,False,No,
India,P1,False,"Yes, partially",
India,P2,False,No,
India,P3,False,Yes,
India,P4,False,No,
India,P5,False,No,
India,P6,False,No,
India,P7,False,Yes,
India,P8,False,No,
India,P9,False,"Yes, policies exists and are consistently implemented",
India,P10,False,"Yes, policies exist but are not consistently implemented",
India,P11,False,"Yes, at scale",
India,P12,False,No,
India,P13,False,No,
India,P14,False,"Yes, for adolescents younger than 18 years",
India,P15,False,"Yes, for adolescents younger than 18 years",
India,P16,False,"Yes, for adolescents younger than 18 years",
India,P17,False,No,
India,P18,False,No,
India,P19,False,Delivered separately,
India,P20,False,Delivered separately,
India,P21,False,Fully integrated in all health facilities,
India,P22,False,Fully integrated in all health facilities,
India,P23,False,Fully integrated in all health facilities,
India,P24,False,Delivered separately,
India,P25,False,Delivered separately,
India,P26,False,Delivered separately,
India,P27,False,Delivered separately,
India,P28,False,Delivered separately,
India,P29,False,Delivered separately,
India,P30,False,Delivered separately,
India,P31,False,Delivered separately,
India,P32,False,Fully integrated in all health facilities,
India,P33,False,Delivered separately,
India,P34,False,Delivered separately,
India,P35,False,Delivered separately,
India,P36,False,Integrated in some health facilities,
India,P37,False,"Yes, a stand-alone AIDS strategy or policy",
India,P38,False,Yes,
India,P39,False,No,
India,P41,False,Yes,
India,P42,False,No,
India,P43,False,No,
India,P44,False,No,
India,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
India,P46,False,Yes,
India,P47,False,"Yes, partially adopted",
India,P48,False,Implemented countrywide,
India,P49,False,Yes,
India,P50,False,No,
India,P52,False,No,
India,P53,False,No,
Indonesia,P1,False,"Yes, partially",
Indonesia,P2,False,No,
Indonesia,P8,False,No,
Indonesia,P14,False,"Yes, for adolescents younger than 16 years",
Indonesia,P15,False,"Yes, for adolescents younger than 16 years",
Indonesia,P16,False,No,
Indonesia,P17,False,Yes,
Indonesia,P18,False,No,
Indonesia,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Indonesia,P38,False,Yes,
Indonesia,P39,False,No,
Indonesia,P40,False,Yes,
Indonesia,P41,False,No,
Indonesia,P44,False,No,
Indonesia,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Indonesia,P46,False,Yes,
Indonesia,P47,False,"Yes, fully adopted",
Indonesia,P48,False,Implemented in many  treatment sites,
Indonesia,P49,False,Yes,
Indonesia,P54,False,Other,
Iran,P1,False,"Yes, fully",
Iran,P2,False,Yes,
Iran,P3,False,Yes,
Iran,P4,False,No,
Iran,P5,False,No,
Iran,P6,False,Yes,
Iran,P7,False,Yes,
Iran,P8,False,No,
Iran,P9,False,"Yes, policies exists and are consistently implemented",
Iran,P10,False,"Yes, policies exist but are not consistently implemented",
Iran,P11,False,"Yes, on a small scale",
Iran,P12,False,No,
Iran,P13,False,No,
Iran,P14,False,"Yes, for adolescents younger than 14 years",
Iran,P15,False,"Yes, for adolescents younger than 14 years",
Iran,P16,False,"Yes, for adolescents younger than 14 years",
Iran,P17,False,No,
Iran,P18,False,No,
Iran,P19,False,Integrated in some health facilities,
Iran,P20,False,Integrated in some health facilities,
Iran,P21,False,Fully integrated in all health facilities,
Iran,P22,False,Fully integrated in all health facilities,
Iran,P23,False,Fully integrated in all health facilities,
Iran,P24,False,Fully integrated in all health facilities,
Iran,P25,False,Integrated in some health facilities,
Iran,P26,False,Integrated in some health facilities,
Iran,P27,False,Integrated in some health facilities,
Iran,P28,False,Integrated in some health facilities,
Iran,P29,False,Integrated in some health facilities,
Iran,P30,False,Integrated in some health facilities,
Iran,P31,False,Fully integrated in all health facilities,
Iran,P32,False,Fully integrated in all health facilities,
Iran,P33,False,Integrated in some health facilities,
Iran,P34,False,Integrated in some health facilities,
Iran,P35,False,Integrated in some health facilities,
Iran,P36,False,Fully integrated in all health facilities,
Iran,P37,False,"Yes, a stand-alone AIDS strategy or policy",
Iran,P38,False,Yes,
Iran,P39,False,Yes,
Iran,P40,False,Yes,
Iran,P41,False,Yes,
Iran,P42,False,Yes,
Iran,P43,False,Yes,
Iran,P44,False,"Yes, completed",
Iran,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Iran,P46,False,No,
Iran,P47,False,"Yes, fully adopted",
Iran,P48,False,Implemented countrywide,
Iran,P49,False,Yes,
Iran,P54,False,Countrywide,
Iraq,P2,False,No,
Ireland,P1,False,No,
Ireland,P2,False,Yes,
Ireland,P3,False,Yes,
Ireland,P4,False,No,
Ireland,P5,False,No,
Ireland,P6,False,No,
Ireland,P7,False,No,
Ireland,P8,False,No,
Ireland,P9,False,"Yes, policies exist but are not consistently implemented",
Ireland,P10,False,"Yes, policies exist but are not consistently implemented",
Ireland,P11,False,"Yes, on a small scale",
Ireland,P12,False,"No, but prosecutions exist based on general criminal laws",
Ireland,P13,False,No,
Ireland,P14,False,"Yes, for adolescents younger than 16 years",
Ireland,P15,False,No,
Ireland,P16,False,"Yes, for adolescents younger than 16 years",
Ireland,P17,False,No,
Ireland,P18,False,No,
Ireland,P19,False,Integrated in some health facilities,
Ireland,P20,False,Integrated in some health facilities,
Ireland,P21,False,Integrated in some health facilities,
Ireland,P22,False,Fully integrated in all health facilities,
Ireland,P23,False,Fully integrated in all health facilities,
Ireland,P24,False,Fully integrated in all health facilities,
Ireland,P25,False,Integrated in some health facilities,
Ireland,P26,False,Integrated in some health facilities,
Ireland,P27,False,Integrated in some health facilities,
Ireland,P28,False,Integrated in some health facilities,
Ireland,P29,False,Integrated in some health facilities,
Ireland,P30,False,Integrated in some health facilities,
Ireland,P31,False,Integrated in some health facilities,
Ireland,P32,False,Fully integrated in all health facilities,
Ireland,P33,False,Fully integrated in all health facilities,
Ireland,P34,False,Fully integrated in all health facilities,
Ireland,P35,False,Fully integrated in all health facilities,
Ireland,P36,False,Fully integrated in all health facilities,
Ireland,P37,False,"Yes, a health strategy or policy that integrates the AIDS response",
Ireland,P38,False,Yes,
Ireland,P39,False,Yes,
Ireland,P40,False,No,
Israel,P1,False,"Yes, partially",
Israel,P2,False,No,
Israel,P4,False,No,
Israel,P5,False,Yes,
Israel,P6,False,Yes,
Israel,P8,False,No,
Israel,P9,False,"Yes, policies exists and are consistently implemented",
Israel,P11,False,"Yes, on a small scale",
Israel,P12,False,"No, but prosecutions exist based on general criminal laws",
Israel,P15,False,"Yes, for adolescents younger than 14 years",
Israel,P16,False,"Yes, for adolescents younger than 18 years",
Israel,P17,False,No,
Israel,P18,False,No,
Israel,P19,False,Delivered separately,
Israel,P20,False,Delivered separately,
Israel,P21,False,Fully integrated in all health facilities,
Israel,P22,False,Fully integrated in all health facilities,
Israel,P23,False,Delivered separately,
Israel,P24,False,Fully integrated in all health facilities,
Israel,P25,False,Fully integrated in all health facilities,
Israel,P26,False,Fully integrated in all health facilities,
Israel,P27,False,Integrated in some health facilities,
Israel,P28,False,Integrated in some health facilities,
Israel,P29,False,Delivered separately,
Israel,P30,False,Delivered separately,
Israel,P31,False,Delivered separately,
Israel,P32,False,Delivered separately,
Israel,P33,False,Integrated in some health facilities,
Israel,P34,False,Delivered separately,
Israel,P35,False,Delivered separately,
Israel,P36,False,Fully integrated in all health facilities,
Israel,P37,False,"Yes, a health strategy or policy that integrates the AIDS response",
Israel,P38,False,Yes,
Israel,P41,False,Yes,
Israel,P42,False,Yes,
Israel,P43,False,No,
Israel,P44,False,On-going,
Israel,P46,False,No,
Israel,P49,False,No,
Israel,P50,False,No,
Israel,P53,False,Yes,
Italy,P2,False,Yes,
Jamaica,P1,False,"Yes, fully",
Jamaica,P2,False,No,
Jamaica,P3,False,Yes,
Jamaica,P4,False,No,
Jamaica,P5,False,No,
Jamaica,P6,False,No,
Jamaica,P7,False,No,
Jamaica,P8,False,No,
Jamaica,P9,False,"Yes, policies exist but are not consistently implemented",
Jamaica,P10,False,"Yes, policies exist but are not consistently implemented",
Jamaica,P11,False,"Yes, on a small scale",
Jamaica,P12,False,"No, but prosecutions exist based on general criminal laws",
Jamaica,P13,False,No,
Jamaica,P14,False,"Yes, for adolescents younger than 16 years",
Jamaica,P15,False,"Yes, for adolescents younger than 16 years",
Jamaica,P16,False,"Yes, for adolescents younger than 16 years",
Jamaica,P17,False,No,
Jamaica,P18,False,No,
Jamaica,P19,False,Fully integrated in all health facilities,
Jamaica,P20,False,Fully integrated in all health facilities,
Jamaica,P21,False,Fully integrated in all health facilities,
Jamaica,P22,False,Fully integrated in all health facilities,
Jamaica,P23,False,Fully integrated in all health facilities,
Jamaica,P24,False,Fully integrated in all health facilities,
Jamaica,P25,False,Fully integrated in all health facilities,
Jamaica,P26,False,Fully integrated in all health facilities,
Jamaica,P27,False,Fully integrated in all health facilities,
Jamaica,P28,False,Fully integrated in all health facilities,
Jamaica,P29,False,Fully integrated in all health facilities,
Jamaica,P30,False,Fully integrated in all health facilities,
Jamaica,P31,False,Fully integrated in all health facilities,
Jamaica,P32,False,Fully integrated in all health facilities,
Jamaica,P33,False,Fully integrated in all health facilities,
Jamaica,P34,False,Fully integrated in all health facilities,
Jamaica,P35,False,Fully integrated in all health facilities,
Jamaica,P36,False,Integrated in some health facilities,
Jamaica,P37,False,"Yes, a health strategy or policy that integrates the AIDS response",
Jamaica,P38,False,Yes,
Jamaica,P39,False,Yes,
Jamaica,P40,False,No,
Jamaica,P41,False,Yes,
Jamaica,P42,False,No,
Jamaica,P43,False,Yes,
Jamaica,P44,False,Other,
Jamaica,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Jamaica,P46,False,Yes,
Jamaica,P47,False,"Yes, fully adopted",
Jamaica,P49,False,Yes,
Jamaica,P50,False,"Yes, for adolescents younger than 16 years",
Jamaica,P51,False,No,
Jamaica,P52,False,No,
Jamaica,P53,False,No,
Jordan,P1,False,"Yes, partially",
Jordan,P2,False,No,
Jordan,P3,False,Yes,
Jordan,P4,False,No,
Jordan,P5,False,No,
Jordan,P6,False,No,
Jordan,P8,False,No,
Jordan,P14,False,No,
Jordan,P15,False,No,
Jordan,P16,False,"Yes, for adolescents younger than 18 years",
Jordan,P17,False,No,
Jordan,P18,False,No,
Jordan,P37,False,No,
Jordan,P39,False,No,
Jordan,P41,False,Yes,
Jordan,P42,False,No,
Jordan,P43,False,No,
Jordan,P44,False,On-going,
Jordan,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Jordan,P46,False,Yes,
Jordan,P47,False,"Yes, partially adopted",
Jordan,P48,False,Implemented countrywide,
Jordan,P49,False,No,
Jordan,P54,False,In few  sites,
Kazakhstan,P1,False,"Yes, partially",
Kazakhstan,P2,False,No,
Kazakhstan,P3,False,Yes,
Kazakhstan,P4,False,No,
Kazakhstan,P5,False,No,
Kazakhstan,P6,False,Yes,
Kazakhstan,P7,False,Yes,
Kazakhstan,P8,False,No,
Kazakhstan,P9,False,"Yes, policies exists and are consistently implemented",
Kazakhstan,P10,False,"Yes, policies exists and are consistently implemented",
Kazakhstan,P11,False,"Yes, on a small scale",
Kazakhstan,P12,False,Yes,
Kazakhstan,P13,False,No,
Kazakhstan,P14,False,"Yes, for adolescents younger than 18 years",
Kazakhstan,P15,False,"Yes, for adolescents younger than 18 years",
Kazakhstan,P16,False,"Yes, for adolescents younger than 18 years",
Kazakhstan,P17,False,No,
Kazakhstan,P18,False,No,
Kazakhstan,P19,False,Fully integrated in all health facilities,
Kazakhstan,P20,False,Integrated in some health facilities,
Kazakhstan,P21,False,Fully integrated in all health facilities,
Kazakhstan,P22,False,Fully integrated in all health facilities,
Kazakhstan,P23,False,Fully integrated in all health facilities,
Kazakhstan,P24,False,Integrated in some health facilities,
Kazakhstan,P25,False,Delivered separately,
Kazakhstan,P26,False,Delivered separately,
Kazakhstan,P27,False,Fully integrated in all health facilities,
Kazakhstan,P28,False,Delivered separately,
Kazakhstan,P29,False,Delivered separately,
Kazakhstan,P30,False,Integrated in some health facilities,
Kazakhstan,P31,False,Fully integrated in all health facilities,
Kazakhstan,P32,False,Fully integrated in all health facilities,
Kazakhstan,P33,False,Delivered separately,
Kazakhstan,P34,False,Fully integrated in all health facilities,
Kazakhstan,P35,False,Integrated in some health facilities,
Kazakhstan,P36,False,Integrated in some health facilities,
Kazakhstan,P37,False,"Yes, a health strategy or policy that integrates the AIDS response",
Kazakhstan,P38,False,Yes,
Kazakhstan,P39,False,No,
Kazakhstan,P40,False,Yes,
Kazakhstan,P41,False,Yes,
Kazakhstan,P42,False,Yes,
Kazakhstan,P43,False,Yes,
Kazakhstan,P44,False,"Yes, completed",
Kazakhstan,P45,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Kazakhstan,P46,False,Yes,
Kazakhstan,P47,False,"Yes, fully adopted",
Kazakhstan,P48,False,Implemented countrywide,
Kazakhstan,P49,False,Yes,
Kazakhstan,P50,False,"Yes, for adolescents younger than 16 years",
Kazakhstan,P51,False,Yes,
Kazakhstan,P52,False,Yes,
Kazakhstan,P53,False,No,
Kazakhstan,P54,False,Countrywide,
Kenya,P1,False,"Yes, fully",
Kenya,P2,False,Yes,
Kenya,P3,False,Yes,
Kenya,P4,False,No,
Kenya,P5,False,No,
Kenya,P6,False,No,
Kenya,P7,False,Yes,
Kenya,P8,False,No,
Kenya,P9,False,"Yes, policies exists and are consistently implemented",
Kenya,P10,False,"Yes, policies exist but are not consistently implemented",
Kenya,P11,False,"Yes, at scale",
Kenya,P12,False,Yes,
Kenya,P13,False,No,
Kenya,P14,False,No,
Kenya,P15,False,"Yes, for adolescents younger than 18 years",
Kenya,P16,False,"Yes, for adolescents younger than 18 years",
Kenya,P17,False,No,
Kenya,P18,False,No,
Kenya,P19,False,Fully integrated in all health facilities,
Kenya,P20,False,Fully integrated in all health facilities,
Kenya,P21,False,Fully integrated in all health facilities,
Kenya,P22,False,Fully integrated in all health facilities,
Kenya,P23,False,Fully integrated in all health facilities,
Kenya,P24,False,Integrated in some health facilities,
Kenya,P25,False,Integrated in some health facilities,
Kenya,P26,False,Fully integrated in all health facilities,
Kenya,P27,False,Fully integrated in all health facilities,
Kenya,P28,False,Delivered separately,
Kenya,P29,False,Delivered separately,
